image_path,dataset,AQI,loss_weight,michelson_contrast,fft_slope,laplacian_edge,color_temperature,illuminant_vector,geometric_proxy,specular_reflection,glow_dispersion
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-8.jpg,IND_NEP,158.0,1.0,0.48652382543162453,-0.9966466972315705,2010.8966812898793,0.9630322687957419,1.059274506862968,0.6923825769836883,0.3278659119897959,0.9538168510222106
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-7.jpg,IND_NEP,158.0,1.0,1.9930393929584664,-1.035248730579283,3041.3269281351577,0.6849800399201597,1.0386719396544166,0.607309264615835,0.25061782525510207,0.9139947494446528
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-6.jpg,IND_NEP,158.0,1.0,6.789178881742907,-0.7204757301208928,9445.321687522404,0.43810151615029663,1.0198282445864355,0.7147705952061297,0.34616151147959184,0.9349051821244532
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-5.jpg,IND_NEP,158.0,1.0,2.5760937258305803,-0.7875110759650696,9683.064724121028,0.2308668358488046,1.003834062318138,0.6482860381404284,0.21486367984693877,0.9091741922345049
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-4.jpg,IND_NEP,158.0,1.0,3.6905487065144715,-0.8971490624870524,7347.267156406325,0.14906076850308572,1.0426073469878419,0.6917816144702914,0.002272002551020408,0.3668013183036458
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-3.jpg,IND_NEP,158.0,1.0,2.187122425456681,-0.9115885474345806,8701.948802077339,0.2408199121522694,1.0584821660296506,0.5878168994877362,0.003128985969387755,0.3649059425652381
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-2.jpg,IND_NEP,158.0,1.0,12.016106029415694,-0.935722039687813,10450.038148516966,0.27858985382631124,1.062845826169934,0.5614329665467573,0.002810108418367347,0.3554125723515951
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-18.jpg,IND_NEP,158.0,1.0,1.8709120132131385,-0.9056680039669807,6575.013611208046,0.028074523544996153,1.0322576024412153,0.7192968695600642,0.0006576849489795918,0.30743449116392446
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-17.jpg,IND_NEP,158.0,1.0,11.225913287849364,-0.8564802115983032,10480.977091149358,0.15643344439155957,1.003783083579864,0.6199141858873877,0.0011559311224489796,0.3532028957977163
/Users/nesar/VS/V1/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/IND_and_NEP/d_Unhealthy/BRI_Un_2023-02-02- 12.00-16.jpg,IND_NEP,158.0,1.0,4.873221380710864,-0.8544892035018908,8002.828003040507,0.05818485523385301,1.0404097937010965,0.6823149757778862,0.0010363520408163266,0.3486692940203377
